11/08/2021/18/22/40,4,4,15.11,3.4787,3.4833,3.4803,3.4803,0,22.4,22.4,22.1,22.7,19.45,0.0,13.92
11/08/2021/18/22/50,4,4,15.13,3.4787,3.4835,3.4805,3.4803,0,22.7,22.4,22.4,23,19.44,0.0,13.92
11/08/2021/18/23/00,4,4,15.11,3.4788,3.4835,3.4806,3.4804,0,22.4,22.4,22.7,22.4,19.46,0.0,13.92
11/08/2021/18/23/10,4,4,15.08,3.4788,3.4837,3.4807,3.4806,0,22.1,22.4,22.7,22.7,19.47,0.0,13.92
11/08/2021/18/23/20,4,4,15.08,3.479,3.4838,3.4808,3.4806,0,22.7,22.7,22.4,22.4,19.48,0.0,13.92
11/08/2021/18/23/30,4,4,15.04,3.4792,3.4839,3.4809,3.4806,0,22.4,22.4,22.1,22.7,19.51,0.0,13.92
11/08/2021/18/23/40,4,4,15.13,3.4793,3.4839,3.481,3.4807,0,22.7,22.4,22.1,22.4,19.48,0.0,13.92
11/08/2021/18/23/50,4,4,15.05,3.4794,3.484,3.4811,3.4809,0,22.1,22.7,22.1,22.4,19.52,0.0,13.93
11/08/2021/18/24/00,4,4,15.13,3.4796,3.4841,3.4812,3.481,0,22.7,23,22.7,22.4,19.5,0.0,13.93
11/08/2021/18/24/10,4,4,15.07,3.4796,3.4842,3.4814,3.4811,0,22.7,23,22.4,22.4,19.52,0.0,13.93
11/08/2021/18/24/20,4,4,15.1,3.4797,3.4842,3.4816,3.4811,0,22.1,22.4,22.4,22.7,19.52,0.0,13.93
11/08/2021/18/24/30,4,4,15.03,3.4797,3.4842,3.4817,3.4812,0,22.4,23,22.4,23,19.55,0.0,13.93
11/08/2021/18/24/40,4,4,15.08,3.4798,3.4843,3.4819,3.4812,0,22.4,22.7,22.1,22.4,19.53,0.0,13.93
11/08/2021/18/24/50,4,4,15.14,3.4798,3.4845,3.482,3.4812,0,22.4,22.4,22.1,22.7,19.51,0.0,13.93
11/08/2021/18/25/00,4,4,15.12,3.48,3.4847,3.4821,3.4814,0,22.7,23,22.1,22.4,19.53,0.0,13.93
11/08/2021/18/25/10,4,4,15.06,3.4801,3.4847,3.4823,3.4814,0,22.4,23,22.7,22.7,19.56,0.0,13.93
11/08/2021/18/25/20,4,4,15.1,3.4801,3.4849,3.4824,3.4815,0,22.4,22.7,22.1,23,19.54,0.0,13.93
11/08/2021/18/25/30,4,4,15.13,3.4801,3.4851,3.4824,3.4817,0,22.1,22.4,22.4,22.7,19.53,0.0,13.93
11/08/2021/18/25/40,4,4,15.07,3.4803,3.4851,3.4826,3.4819,0,22.4,22.7,22.7,22.4,19.57,0.0,13.93
11/08/2021/18/25/50,4,4,15.09,3.4804,3.4852,3.4827,3.4819,0,22.1,23,22.7,22.7,19.57,0.0,13.93
11/08/2021/18/26/00,4,4,15.09,3.4805,3.4853,3.4828,3.4821,0,22.4,23,22.7,22.4,19.57,0.0,13.93
11/08/2021/18/26/10,4,4,15.17,3.4805,3.4854,3.4829,3.4822,0,22.1,22.4,22.4,22.4,19.54,0.0,13.93
11/08/2021/18/26/20,4,4,15.11,3.4806,3.4856,3.4831,3.4823,0,22.7,22.7,22.4,22.4,19.57,0.0,13.93
